profile_id,stage_id,sector,workflow,pathway_id,application_context,lifecycle_phase,s_dimension,comparison_status,numeric_difference,seed_review_id,seed_coder_name,seed_coder_model,seed_value,seed_rationale,seed_source_ids,seed_confidence,independent_review_id,independent_coder_name,independent_coder_model,independent_reasoning_effort,independent_value,independent_rationale,independent_source_ids,independent_confidence,semantic_flags,owner_review_required,review_route
sp-0015,simulation,"Fusion, magnetic confinement",Simulation,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S5,one_point_difference,1,seed-sp-0015-v1,Claude Code,claude-opus-5,4,"S1: computational modelling and simulation of plasma, components and integrated tokamak behaviour is information processing in its entirety; the frozen scope excludes physical experiment execution, diagnostics operation and fabrication; S2: intermediate judgment - reduced and surrogate models return within a day, but the high-fidelity runs that carry the scientific weight take days to weeks of allocated computing time, so the ordinary loop sits between the minutes-to-days and weeks-to-months anchors; S3 cost: cost and throughput diverge - the marginal cost of an additional run is compute time, which is small relative to any physical alternative but is not free for high-fidelity cases; S3 throughput: parameter scans and ensembles are embarrassingly parallel, yet flagship high-fidelity runs consume scarce allocated supercomputer time and queue serially, so throughput is constrained for exactly the runs that matter most; S4: no construction, growth, curing, healing or qualification floor governs elapsed time; S5: an error inside simulation is detected and corrected by rerunning at low cost with no external consequence; the risk that an unvalidated model misinforms design or experiment choice is a coupling effect and is coded at sp-0014 and sp-0016 rather than double-counted here; scope caveat: this coding covers the simulation activity itself and does not assert that simulation is predictive of the physical system; validation adequacy is a separate evidence question; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,high,independent-sp-0015-v1,Codex,gpt-5.6,extra_high,3,"S1: 4 — computational modelling and simulation are predominantly information-processing work; S2: 3 — Intermediate judgment: many runs complete in minutes to days, while high-fidelity integrated models can require longer iteration; S3 cost: 3 — Intermediate judgment: marginal runs are cheaper than physical experiments but still consume specialized compute and expert setup; S3 throughput: ensembles can be parallelized, with compute and model-integration capacity preventing a near-free rating; S4: 4 — physical experiment execution and fabrication are excluded; S5: 3 — Intermediate judgment: runs are reversible and low-externality, but model error can materially misdirect later experiments or design; scope caveat: covers simulation support, not physical validation of the model.",,high,,false,domain_review
sp-0016,experiment_selection,"Fusion, magnetic confinement",Experiment selection,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S1,exact_agreement,0,seed-sp-0016-v1,Claude Code,claude-opus-5,4,"S1: selecting, prioritising and sequencing experiments against stated objectives is decision and analysis work; the frozen scope excludes executing experiments, collecting diagnostics and operating plasma controls; S2: intermediate judgment - a proposal or priority list can be revised within days, but the loop that reveals whether a selection was right is a tokamak experimental campaign, and on the small number of pilot-relevant devices the relevant campaigns are separated by many months and sometimes years, which is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge sharply - generating and ranking candidate experiment plans is near-free at the margin; S3 throughput: the attempt that actually tests a selection consumes scarce, serially allocated shot time or run days on one of very few devices, so realised throughput is a small number of decision-relevant attempts per year and this is what holds the coding low; S4: intermediate judgment - the selection work carries no construction, growth, curing or qualification floor of its own, but it cannot be realised outside device availability windows set by campaign and shutdown schedules, so it falls short of full physical flexibility; S5: a mis-prioritised campaign consumes scarce device time that cannot be recovered and delays the research programme, which is material and largely unrecoverable cost, but it damages no hardware or people and the plan can be revised for the next campaign; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; device access assumptions would differ materially for a private single-purpose device versus a shared national facility, which is a country and actor condition and not an intrinsic S judgment; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0016-v1,Codex,gpt-5.6,extra_high,4,"S1: 4 — selecting, prioritizing, and sequencing experiments is primarily inference and decision work; S2: 2 — useful selection feedback commonly waits weeks to months for scheduled experiments and analysis; S3 cost: 2 — proposing alternatives is cheap, but validating a selection consumes scarce facility shots; S3 throughput: selection analysis can be parallel, while the attainable validated throughput is serially gated by experiment schedules, creating a cost-throughput divergence; S4: 4 — experiment execution is excluded, so no physical process is intrinsic to the selection task itself; S5: 2 — poor selection wastes scarce shots and delays learning but is normally reversible in later scheduling; scope caveat: the score depends on treating physical execution as excluded while feedback still comes from the tokamak campaign.",,low,,false,domain_review
sp-0016,experiment_selection,"Fusion, magnetic confinement",Experiment selection,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S2,one_point_difference,1,seed-sp-0016-v1,Claude Code,claude-opus-5,1,"S1: selecting, prioritising and sequencing experiments against stated objectives is decision and analysis work; the frozen scope excludes executing experiments, collecting diagnostics and operating plasma controls; S2: intermediate judgment - a proposal or priority list can be revised within days, but the loop that reveals whether a selection was right is a tokamak experimental campaign, and on the small number of pilot-relevant devices the relevant campaigns are separated by many months and sometimes years, which is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge sharply - generating and ranking candidate experiment plans is near-free at the margin; S3 throughput: the attempt that actually tests a selection consumes scarce, serially allocated shot time or run days on one of very few devices, so realised throughput is a small number of decision-relevant attempts per year and this is what holds the coding low; S4: intermediate judgment - the selection work carries no construction, growth, curing or qualification floor of its own, but it cannot be realised outside device availability windows set by campaign and shutdown schedules, so it falls short of full physical flexibility; S5: a mis-prioritised campaign consumes scarce device time that cannot be recovered and delays the research programme, which is material and largely unrecoverable cost, but it damages no hardware or people and the plan can be revised for the next campaign; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; device access assumptions would differ materially for a private single-purpose device versus a shared national facility, which is a country and actor condition and not an intrinsic S judgment; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0016-v1,Codex,gpt-5.6,extra_high,2,"S1: 4 — selecting, prioritizing, and sequencing experiments is primarily inference and decision work; S2: 2 — useful selection feedback commonly waits weeks to months for scheduled experiments and analysis; S3 cost: 2 — proposing alternatives is cheap, but validating a selection consumes scarce facility shots; S3 throughput: selection analysis can be parallel, while the attainable validated throughput is serially gated by experiment schedules, creating a cost-throughput divergence; S4: 4 — experiment execution is excluded, so no physical process is intrinsic to the selection task itself; S5: 2 — poor selection wastes scarce shots and delays learning but is normally reversible in later scheduling; scope caveat: the score depends on treating physical execution as excluded while feedback still comes from the tokamak campaign.",,low,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,true,owner_and_domain_review
sp-0016,experiment_selection,"Fusion, magnetic confinement",Experiment selection,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S3,one_point_difference,1,seed-sp-0016-v1,Claude Code,claude-opus-5,1,"S1: selecting, prioritising and sequencing experiments against stated objectives is decision and analysis work; the frozen scope excludes executing experiments, collecting diagnostics and operating plasma controls; S2: intermediate judgment - a proposal or priority list can be revised within days, but the loop that reveals whether a selection was right is a tokamak experimental campaign, and on the small number of pilot-relevant devices the relevant campaigns are separated by many months and sometimes years, which is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge sharply - generating and ranking candidate experiment plans is near-free at the margin; S3 throughput: the attempt that actually tests a selection consumes scarce, serially allocated shot time or run days on one of very few devices, so realised throughput is a small number of decision-relevant attempts per year and this is what holds the coding low; S4: intermediate judgment - the selection work carries no construction, growth, curing or qualification floor of its own, but it cannot be realised outside device availability windows set by campaign and shutdown schedules, so it falls short of full physical flexibility; S5: a mis-prioritised campaign consumes scarce device time that cannot be recovered and delays the research programme, which is material and largely unrecoverable cost, but it damages no hardware or people and the plan can be revised for the next campaign; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; device access assumptions would differ materially for a private single-purpose device versus a shared national facility, which is a country and actor condition and not an intrinsic S judgment; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0016-v1,Codex,gpt-5.6,extra_high,2,"S1: 4 — selecting, prioritizing, and sequencing experiments is primarily inference and decision work; S2: 2 — useful selection feedback commonly waits weeks to months for scheduled experiments and analysis; S3 cost: 2 — proposing alternatives is cheap, but validating a selection consumes scarce facility shots; S3 throughput: selection analysis can be parallel, while the attainable validated throughput is serially gated by experiment schedules, creating a cost-throughput divergence; S4: 4 — experiment execution is excluded, so no physical process is intrinsic to the selection task itself; S5: 2 — poor selection wastes scarce shots and delays learning but is normally reversible in later scheduling; scope caveat: the score depends on treating physical execution as excluded while feedback still comes from the tokamak campaign.",,low,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,true,owner_and_domain_review
sp-0016,experiment_selection,"Fusion, magnetic confinement",Experiment selection,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S4,one_point_difference,1,seed-sp-0016-v1,Claude Code,claude-opus-5,3,"S1: selecting, prioritising and sequencing experiments against stated objectives is decision and analysis work; the frozen scope excludes executing experiments, collecting diagnostics and operating plasma controls; S2: intermediate judgment - a proposal or priority list can be revised within days, but the loop that reveals whether a selection was right is a tokamak experimental campaign, and on the small number of pilot-relevant devices the relevant campaigns are separated by many months and sometimes years, which is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge sharply - generating and ranking candidate experiment plans is near-free at the margin; S3 throughput: the attempt that actually tests a selection consumes scarce, serially allocated shot time or run days on one of very few devices, so realised throughput is a small number of decision-relevant attempts per year and this is what holds the coding low; S4: intermediate judgment - the selection work carries no construction, growth, curing or qualification floor of its own, but it cannot be realised outside device availability windows set by campaign and shutdown schedules, so it falls short of full physical flexibility; S5: a mis-prioritised campaign consumes scarce device time that cannot be recovered and delays the research programme, which is material and largely unrecoverable cost, but it damages no hardware or people and the plan can be revised for the next campaign; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; device access assumptions would differ materially for a private single-purpose device versus a shared national facility, which is a country and actor condition and not an intrinsic S judgment; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0016-v1,Codex,gpt-5.6,extra_high,4,"S1: 4 — selecting, prioritizing, and sequencing experiments is primarily inference and decision work; S2: 2 — useful selection feedback commonly waits weeks to months for scheduled experiments and analysis; S3 cost: 2 — proposing alternatives is cheap, but validating a selection consumes scarce facility shots; S3 throughput: selection analysis can be parallel, while the attainable validated throughput is serially gated by experiment schedules, creating a cost-throughput divergence; S4: 4 — experiment execution is excluded, so no physical process is intrinsic to the selection task itself; S5: 2 — poor selection wastes scarce shots and delays learning but is normally reversible in later scheduling; scope caveat: the score depends on treating physical execution as excluded while feedback still comes from the tokamak campaign.",,low,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,true,owner_and_domain_review
sp-0016,experiment_selection,"Fusion, magnetic confinement",Experiment selection,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S5,exact_agreement,0,seed-sp-0016-v1,Claude Code,claude-opus-5,2,"S1: selecting, prioritising and sequencing experiments against stated objectives is decision and analysis work; the frozen scope excludes executing experiments, collecting diagnostics and operating plasma controls; S2: intermediate judgment - a proposal or priority list can be revised within days, but the loop that reveals whether a selection was right is a tokamak experimental campaign, and on the small number of pilot-relevant devices the relevant campaigns are separated by many months and sometimes years, which is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge sharply - generating and ranking candidate experiment plans is near-free at the margin; S3 throughput: the attempt that actually tests a selection consumes scarce, serially allocated shot time or run days on one of very few devices, so realised throughput is a small number of decision-relevant attempts per year and this is what holds the coding low; S4: intermediate judgment - the selection work carries no construction, growth, curing or qualification floor of its own, but it cannot be realised outside device availability windows set by campaign and shutdown schedules, so it falls short of full physical flexibility; S5: a mis-prioritised campaign consumes scarce device time that cannot be recovered and delays the research programme, which is material and largely unrecoverable cost, but it damages no hardware or people and the plan can be revised for the next campaign; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; device access assumptions would differ materially for a private single-purpose device versus a shared national facility, which is a country and actor condition and not an intrinsic S judgment; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0016-v1,Codex,gpt-5.6,extra_high,2,"S1: 4 — selecting, prioritizing, and sequencing experiments is primarily inference and decision work; S2: 2 — useful selection feedback commonly waits weeks to months for scheduled experiments and analysis; S3 cost: 2 — proposing alternatives is cheap, but validating a selection consumes scarce facility shots; S3 throughput: selection analysis can be parallel, while the attainable validated throughput is serially gated by experiment schedules, creating a cost-throughput divergence; S4: 4 — experiment execution is excluded, so no physical process is intrinsic to the selection task itself; S5: 2 — poor selection wastes scarce shots and delays learning but is normally reversible in later scheduling; scope caveat: the score depends on treating physical execution as excluded while feedback still comes from the tokamak campaign.",,low,,false,domain_review
sp-0017,diagnostics,"Fusion, magnetic confinement",Diagnostics,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S1,one_point_difference,1,seed-sp-0017-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - interpretation, inversion and analysis of diagnostic data is predominantly information work, but the design, fabrication, calibration and in-vessel installation of measurement hardware are physical and non-trivial inside this scope, so the stage is more informational than balanced without reaching the fully informational anchor; S2: cost and cadence diverge within the stage - shot-to-shot interpretation of collected data returns within hours, but any change to the measurement hardware itself waits for a vessel-access window measured in months, and the ordinary loop for the stage as a whole is therefore weeks to months; S3 cost: reanalysis of archived diagnostic data is near-free, while new diagnostic hardware is expensive to design, build, calibrate and install; S3 throughput: analysis attempts are effectively unlimited and parallel, but attempts that require new hardware or in-vessel access are limited to rare access windows, so the stage retains material but constrained throughput rather than free parallelism; S4: hardware fabrication and in-vessel access windows create meaningful and unavoidable delay for the physical half of the stage, but no single construction, curing, growth or qualification floor dominates the whole scoped stage; S5: analysis errors are cheap and reversible, but a failed or miscalibrated in-vessel diagnostic can be unrecoverable until the next access window and can invalidate data from a scarce campaign, so error consequences are material and only partly reversible; scope caveat: frozen V1 scope covers diagnostic design, preparation, use and interpretation and excludes plasma-control actuation and plant-subsystem fabrication; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0017-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — diagnostic progress combines measurement-system preparation and use with data interpretation; S2: 2 — preparation, experiment, calibration, and analysis loops are generally weeks to months; S3 cost: 1 — Intermediate judgment: analysis reruns are cheap, but diagnostic reconfiguration and facility shots are costly and scarce; S3 throughput: some data work is parallel, while hardware access and scheduled plasma operations sharply constrain physical attempts; S4: 2 — installation, calibration, and experiment availability impose meaningful delay without dominating all interpretation work; S5: 2 — errors can invalidate scarce shots or mislead conclusions, but are usually diagnosable and containable within research; scope caveat: includes design through interpretation and excludes plant-subsystem fabrication.",,low,,false,domain_review
sp-0017,diagnostics,"Fusion, magnetic confinement",Diagnostics,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S2,exact_agreement,0,seed-sp-0017-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - interpretation, inversion and analysis of diagnostic data is predominantly information work, but the design, fabrication, calibration and in-vessel installation of measurement hardware are physical and non-trivial inside this scope, so the stage is more informational than balanced without reaching the fully informational anchor; S2: cost and cadence diverge within the stage - shot-to-shot interpretation of collected data returns within hours, but any change to the measurement hardware itself waits for a vessel-access window measured in months, and the ordinary loop for the stage as a whole is therefore weeks to months; S3 cost: reanalysis of archived diagnostic data is near-free, while new diagnostic hardware is expensive to design, build, calibrate and install; S3 throughput: analysis attempts are effectively unlimited and parallel, but attempts that require new hardware or in-vessel access are limited to rare access windows, so the stage retains material but constrained throughput rather than free parallelism; S4: hardware fabrication and in-vessel access windows create meaningful and unavoidable delay for the physical half of the stage, but no single construction, curing, growth or qualification floor dominates the whole scoped stage; S5: analysis errors are cheap and reversible, but a failed or miscalibrated in-vessel diagnostic can be unrecoverable until the next access window and can invalidate data from a scarce campaign, so error consequences are material and only partly reversible; scope caveat: frozen V1 scope covers diagnostic design, preparation, use and interpretation and excludes plasma-control actuation and plant-subsystem fabrication; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0017-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — diagnostic progress combines measurement-system preparation and use with data interpretation; S2: 2 — preparation, experiment, calibration, and analysis loops are generally weeks to months; S3 cost: 1 — Intermediate judgment: analysis reruns are cheap, but diagnostic reconfiguration and facility shots are costly and scarce; S3 throughput: some data work is parallel, while hardware access and scheduled plasma operations sharply constrain physical attempts; S4: 2 — installation, calibration, and experiment availability impose meaningful delay without dominating all interpretation work; S5: 2 — errors can invalidate scarce shots or mislead conclusions, but are usually diagnosable and containable within research; scope caveat: includes design through interpretation and excludes plant-subsystem fabrication.",,low,,false,domain_review
sp-0017,diagnostics,"Fusion, magnetic confinement",Diagnostics,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S3,one_point_difference,1,seed-sp-0017-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - interpretation, inversion and analysis of diagnostic data is predominantly information work, but the design, fabrication, calibration and in-vessel installation of measurement hardware are physical and non-trivial inside this scope, so the stage is more informational than balanced without reaching the fully informational anchor; S2: cost and cadence diverge within the stage - shot-to-shot interpretation of collected data returns within hours, but any change to the measurement hardware itself waits for a vessel-access window measured in months, and the ordinary loop for the stage as a whole is therefore weeks to months; S3 cost: reanalysis of archived diagnostic data is near-free, while new diagnostic hardware is expensive to design, build, calibrate and install; S3 throughput: analysis attempts are effectively unlimited and parallel, but attempts that require new hardware or in-vessel access are limited to rare access windows, so the stage retains material but constrained throughput rather than free parallelism; S4: hardware fabrication and in-vessel access windows create meaningful and unavoidable delay for the physical half of the stage, but no single construction, curing, growth or qualification floor dominates the whole scoped stage; S5: analysis errors are cheap and reversible, but a failed or miscalibrated in-vessel diagnostic can be unrecoverable until the next access window and can invalidate data from a scarce campaign, so error consequences are material and only partly reversible; scope caveat: frozen V1 scope covers diagnostic design, preparation, use and interpretation and excludes plasma-control actuation and plant-subsystem fabrication; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0017-v1,Codex,gpt-5.6,extra_high,1,"S1: 2 — diagnostic progress combines measurement-system preparation and use with data interpretation; S2: 2 — preparation, experiment, calibration, and analysis loops are generally weeks to months; S3 cost: 1 — Intermediate judgment: analysis reruns are cheap, but diagnostic reconfiguration and facility shots are costly and scarce; S3 throughput: some data work is parallel, while hardware access and scheduled plasma operations sharply constrain physical attempts; S4: 2 — installation, calibration, and experiment availability impose meaningful delay without dominating all interpretation work; S5: 2 — errors can invalidate scarce shots or mislead conclusions, but are usually diagnosable and containable within research; scope caveat: includes design through interpretation and excludes plant-subsystem fabrication.",,low,,false,domain_review
sp-0017,diagnostics,"Fusion, magnetic confinement",Diagnostics,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S4,exact_agreement,0,seed-sp-0017-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - interpretation, inversion and analysis of diagnostic data is predominantly information work, but the design, fabrication, calibration and in-vessel installation of measurement hardware are physical and non-trivial inside this scope, so the stage is more informational than balanced without reaching the fully informational anchor; S2: cost and cadence diverge within the stage - shot-to-shot interpretation of collected data returns within hours, but any change to the measurement hardware itself waits for a vessel-access window measured in months, and the ordinary loop for the stage as a whole is therefore weeks to months; S3 cost: reanalysis of archived diagnostic data is near-free, while new diagnostic hardware is expensive to design, build, calibrate and install; S3 throughput: analysis attempts are effectively unlimited and parallel, but attempts that require new hardware or in-vessel access are limited to rare access windows, so the stage retains material but constrained throughput rather than free parallelism; S4: hardware fabrication and in-vessel access windows create meaningful and unavoidable delay for the physical half of the stage, but no single construction, curing, growth or qualification floor dominates the whole scoped stage; S5: analysis errors are cheap and reversible, but a failed or miscalibrated in-vessel diagnostic can be unrecoverable until the next access window and can invalidate data from a scarce campaign, so error consequences are material and only partly reversible; scope caveat: frozen V1 scope covers diagnostic design, preparation, use and interpretation and excludes plasma-control actuation and plant-subsystem fabrication; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0017-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — diagnostic progress combines measurement-system preparation and use with data interpretation; S2: 2 — preparation, experiment, calibration, and analysis loops are generally weeks to months; S3 cost: 1 — Intermediate judgment: analysis reruns are cheap, but diagnostic reconfiguration and facility shots are costly and scarce; S3 throughput: some data work is parallel, while hardware access and scheduled plasma operations sharply constrain physical attempts; S4: 2 — installation, calibration, and experiment availability impose meaningful delay without dominating all interpretation work; S5: 2 — errors can invalidate scarce shots or mislead conclusions, but are usually diagnosable and containable within research; scope caveat: includes design through interpretation and excludes plant-subsystem fabrication.",,low,,false,domain_review
sp-0017,diagnostics,"Fusion, magnetic confinement",Diagnostics,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",research,S5,exact_agreement,0,seed-sp-0017-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - interpretation, inversion and analysis of diagnostic data is predominantly information work, but the design, fabrication, calibration and in-vessel installation of measurement hardware are physical and non-trivial inside this scope, so the stage is more informational than balanced without reaching the fully informational anchor; S2: cost and cadence diverge within the stage - shot-to-shot interpretation of collected data returns within hours, but any change to the measurement hardware itself waits for a vessel-access window measured in months, and the ordinary loop for the stage as a whole is therefore weeks to months; S3 cost: reanalysis of archived diagnostic data is near-free, while new diagnostic hardware is expensive to design, build, calibrate and install; S3 throughput: analysis attempts are effectively unlimited and parallel, but attempts that require new hardware or in-vessel access are limited to rare access windows, so the stage retains material but constrained throughput rather than free parallelism; S4: hardware fabrication and in-vessel access windows create meaningful and unavoidable delay for the physical half of the stage, but no single construction, curing, growth or qualification floor dominates the whole scoped stage; S5: analysis errors are cheap and reversible, but a failed or miscalibrated in-vessel diagnostic can be unrecoverable until the next access window and can invalidate data from a scarce campaign, so error consequences are material and only partly reversible; scope caveat: frozen V1 scope covers diagnostic design, preparation, use and interpretation and excludes plasma-control actuation and plant-subsystem fabrication; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0017-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — diagnostic progress combines measurement-system preparation and use with data interpretation; S2: 2 — preparation, experiment, calibration, and analysis loops are generally weeks to months; S3 cost: 1 — Intermediate judgment: analysis reruns are cheap, but diagnostic reconfiguration and facility shots are costly and scarce; S3 throughput: some data work is parallel, while hardware access and scheduled plasma operations sharply constrain physical attempts; S4: 2 — installation, calibration, and experiment availability impose meaningful delay without dominating all interpretation work; S5: 2 — errors can invalidate scarce shots or mislead conclusions, but are usually diagnosable and containable within research; scope caveat: includes design through interpretation and excludes plant-subsystem fabrication.",,low,,false,domain_review
sp-0018,plasma_control,"Fusion, magnetic confinement",Plasma control,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",development,S1,one_point_difference,1,seed-sp-0018-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - control-law development, simulator-based tuning and real-time algorithm work are predominantly informational, but the frozen scope includes testing and operation on a physical plasma whose behaviour is not fully captured by models, so the stage is more informational than balanced without reaching the fully informational anchor; S2: the loop is bimodal - simulator iteration runs in hours and shot-to-shot tuning within a run day returns in tens of minutes, but validated control performance depends on campaign access on scarce devices measured in months, and the rubric directs use of the ordinary scoped loop rather than the best case, so the coding sits at the weeks-to-months anchor; S3 cost: cost and throughput diverge - simulator-based control attempts are cheap and parallel at the margin; S3 throughput: each validating attempt consumes a scarce, serially scheduled plasma discharge on one of a small number of devices, with a few tens of shots available per run day and run days separated by long intervals, so decision-relevant throughput is very low; S4: no construction, curing or qualification floor governs the stage, but pulse-repetition limits, machine conditioning between shots and between-campaign shutdowns impose meaningful unavoidable delay; S5: intermediate judgment - an ordinary control error terminates a discharge at the cost of one shot, but the characteristic failure mode on a high-current device is a disruption, which can damage plasma-facing components and impose electromagnetic loads on the machine, so errors are materially worse than containable without being catastrophic in the external-safety sense; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; disruption consequences scale strongly with device current and stored energy, so a compact high-field variant may warrant a distinct profile; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0018-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — plasma control combines software, inference, and control design with live physical actuation on plasma; S2: 3 — Intermediate judgment: control feedback itself is sub-second and simulation iterates quickly, but learning across physical shot campaigns is slower; S3 cost: 1 — Intermediate judgment: simulated trials are affordable, while live control attempts use scarce, expensive tokamak shots; S3 throughput: simulation parallelizes, but facility access makes decisive live testing largely serial; S4: 2 — facility cadence and physical plasma operation impose meaningful delay without dominating all development work; S5: 1 — Intermediate judgment: errors may terminate shots or threaten equipment, though protection systems can often contain damage; scope caveat: combines development, testing, and operation, so the digital/live weighting is pathway-sensitive.",,low,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,true,owner_and_domain_review
sp-0018,plasma_control,"Fusion, magnetic confinement",Plasma control,tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",development,S2,one_point_difference,1,seed-sp-0018-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - control-law development, simulator-based tuning and real-time algorithm work are predominantly informational, but the frozen scope includes testing and operation on a physical plasma whose behaviour is not fully captured by models, so the stage is more informational than balanced without reaching the fully informational anchor; S2: the loop is bimodal - simulator iteration runs in hours and shot-to-shot tuning within a run day returns in tens of minutes, but validated control performance depends on campaign access on scarce devices measured in months, and the rubric directs use of the ordinary scoped loop rather than the best case, so the coding sits at the weeks-to-months anchor; S3 cost: cost and throughput diverge - simulator-based control attempts are cheap and parallel at the margin; S3 throughput: each validating attempt consumes a scarce, serially scheduled plasma discharge on one of a small number of devices, with a few tens of shots available per run day and run days separated by long intervals, so decision-relevant throughput is very low; S4: no construction, curing or qualification floor governs the stage, but pulse-repetition limits, machine conditioning between shots and between-campaign shutdowns impose meaningful unavoidable delay; S5: intermediate judgment - an ordinary control error terminates a discharge at the cost of one shot, but the characteristic failure mode on a high-current device is a disruption, which can damage plasma-facing components and impose electromagnetic loads on the machine, so errors are materially worse than containable without being catastrophic in the external-safety sense; scope caveat: frozen V1 pathway is tokamak research to pilot-plant demonstration; disruption consequences scale strongly with device current and stored energy, so a compact high-field variant may warrant a distinct profile; this row is routed to fusion domain review; critical_path_role remains not_assessed.",,medium,independent-sp-0018-v1,Codex,gpt-5.6,extra_high,3,"S1: 2 — plasma control combines software, inference, and control design with live physical actuation on plasma; S2: 3 — Intermediate judgment: control feedback itself is sub-second and simulation iterates quickly, but learning across physical shot campaigns is slower; S3 cost: 1 — Intermediate judgment: simulated trials are affordable, while live control attempts use scarce, expensive tokamak shots; S3 throughput: simulation parallelizes, but facility access makes decisive live testing largely serial; S4: 2 — facility cadence and physical plasma operation impose meaningful delay without dominating all development work; S5: 1 — Intermediate judgment: errors may terminate shots or threaten equipment, though protection systems can often contain damage; scope caveat: combines development, testing, and operation, so the digital/live weighting is pathway-sensitive.",,low,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,true,owner_and_domain_review
