claim_id,profile_id,stage_id,s_dimension,claim_text,claim_type,evidence_basis,pack_source_ids,candidate_source_ids,support_direction,directness,scope_match,pathway_match,lifecycle_match,quantitative_value,unit,denominator,time_period,source_locator,counterevidence_or_confounder,verification_status,review_route,notes
fusion-clm-046,sp-0023,plasma_facing_components,S1,The verified source set informs information intensity for Plasma-facing components only by bounded analogy or adjacent-stage evidence.,inference,inference,S-US-MPEX;S-US-MPEX-AI;S-DE-W7X;S-ITER-TRITIUM,fusion-src-026;fusion-src-027;fusion-src-032;fusion-src-038,supports_with_limits,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-047,sp-0023,plasma_facing_components,S2,The verified source set complicates any simple claim about feedback speed for Plasma-facing components; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-US-MPEX;S-US-MPEX-AI;S-DE-W7X;S-ITER-TRITIUM,fusion-src-026;fusion-src-027;fusion-src-032;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-048,sp-0023,plasma_facing_components,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Plasma-facing components; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-US-MPEX;S-US-MPEX-AI;S-DE-W7X;S-ITER-TRITIUM,fusion-src-026;fusion-src-027;fusion-src-032;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-049,sp-0023,plasma_facing_components,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Plasma-facing components within the frozen research-to-pilot pathway.,programme announcement,programme announcement,S-US-MPEX;S-US-MPEX-AI;S-DE-W7X;S-ITER-TRITIUM,fusion-src-026;fusion-src-027;fusion-src-032;fusion-src-038,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-050,sp-0023,plasma_facing_components,S5,A bounded first-pass search located no suitable source directly supporting a claim about intrinsic error tolerance for Plasma-facing components; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,frozen_tokamak_pathway,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-051,sp-0024,tritium_and_fuel_cycle,S1,The verified source set informs information intensity for Tritium and fuel cycle only by bounded analogy or adjacent-stage evidence.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,supports_with_limits,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-052,sp-0024,tritium_and_fuel_cycle,S2,The verified source set complicates any simple claim about feedback speed for Tritium and fuel cycle; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-053,sp-0024,tritium_and_fuel_cycle,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Tritium and fuel cycle; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-054,sp-0024,tritium_and_fuel_cycle,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Tritium and fuel cycle within the frozen research-to-pilot pathway.,commentary,commentary,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-055,sp-0024,tritium_and_fuel_cycle,S5,The verified source set complicates any simple claim about intrinsic error tolerance for Tritium and fuel cycle; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-056,sp-0025,blankets,S1,The verified source set informs information intensity for Blankets only by bounded analogy or adjacent-stage evidence.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,supports_with_limits,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-057,sp-0025,blankets,S2,The verified source set complicates any simple claim about feedback speed for Blankets; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-058,sp-0025,blankets,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Blankets; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-059,sp-0025,blankets,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Blankets within the frozen research-to-pilot pathway.,commentary,commentary,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-060,sp-0025,blankets,S5,The verified source set complicates any simple claim about intrinsic error tolerance for Blankets; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-ROADMAP;S-US-DOE-ROAD;S-US-DCP;S-ITER-TRITIUM,fusion-src-003;fusion-src-028;fusion-src-038,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-061,sp-0026,component_fabrication,S1,The verified source set complicates any simple claim about information intensity for Component fabrication; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-CRAFT-TF;S-CN-HH70-CO;S-CN-MFG,fusion-src-002;fusion-src-014;fusion-src-016,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-062,sp-0026,component_fabrication,S2,The verified source set directly informs feedback speed for Component fabrication within the frozen research-to-pilot pathway.,observed facility milestone,observed facility milestone,S-CN-CRAFT-TF;S-CN-HH70-CO;S-CN-MFG,fusion-src-002;fusion-src-014;fusion-src-016,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-063,sp-0026,component_fabrication,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Component fabrication; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-CRAFT-TF;S-CN-HH70-CO;S-CN-MFG,fusion-src-002;fusion-src-014;fusion-src-016,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-064,sp-0026,component_fabrication,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Component fabrication within the frozen research-to-pilot pathway.,observed facility milestone,observed facility milestone,S-CN-CRAFT-TF;S-CN-HH70-CO;S-CN-MFG,fusion-src-002;fusion-src-014;fusion-src-016,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-065,sp-0026,component_fabrication,S5,The verified source set directly informs intrinsic error tolerance for Component fabrication within the frozen research-to-pilot pathway.,observed facility milestone,observed facility milestone,S-CN-CRAFT-TF;S-CN-HH70-CO;S-CN-MFG,fusion-src-002;fusion-src-014;fusion-src-016,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-066,sp-0027,construction,S1,The verified source set complicates any simple claim about information intensity for Construction; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-CFEC;S-CN-HH70-CO;S-CN-MFG;S-US-NSTXU;S-JP-JT60;S-ITER-BASE;S-ITER-2026,fusion-src-010;fusion-src-012;fusion-src-016;fusion-src-030;fusion-src-033;fusion-src-036;fusion-src-037,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-067,sp-0027,construction,S2,The verified source set directly informs feedback speed for Construction within the frozen research-to-pilot pathway.,programme announcement,programme announcement,S-CN-CFEC;S-CN-HH70-CO;S-CN-MFG;S-US-NSTXU;S-JP-JT60;S-ITER-BASE;S-ITER-2026,fusion-src-010;fusion-src-012;fusion-src-016;fusion-src-030;fusion-src-033;fusion-src-036;fusion-src-037,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-068,sp-0027,construction,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Construction; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-CFEC;S-CN-HH70-CO;S-CN-MFG;S-US-NSTXU;S-JP-JT60;S-ITER-BASE;S-ITER-2026,fusion-src-010;fusion-src-012;fusion-src-016;fusion-src-030;fusion-src-033;fusion-src-036;fusion-src-037,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-069,sp-0027,construction,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Construction within the frozen research-to-pilot pathway.,programme announcement,programme announcement,S-CN-CFEC;S-CN-HH70-CO;S-CN-MFG;S-US-NSTXU;S-JP-JT60;S-ITER-BASE;S-ITER-2026,fusion-src-010;fusion-src-012;fusion-src-016;fusion-src-030;fusion-src-033;fusion-src-036;fusion-src-037,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-070,sp-0027,construction,S5,The verified source set directly informs intrinsic error tolerance for Construction within the frozen research-to-pilot pathway.,programme announcement,programme announcement,S-CN-CFEC;S-CN-HH70-CO;S-CN-MFG;S-US-NSTXU;S-JP-JT60;S-ITER-BASE;S-ITER-2026,fusion-src-010;fusion-src-012;fusion-src-016;fusion-src-030;fusion-src-033;fusion-src-036;fusion-src-037,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-071,sp-0028,commissioning,S1,The verified source set complicates any simple claim about information intensity for Commissioning; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-HL3-ROAD;S-CN-HH70-CO;S-US-DIII-D;S-US-NSTXU;S-JP-JT60;S-ITER-BASE,fusion-src-006;fusion-src-012;fusion-src-029;fusion-src-030;fusion-src-033;fusion-src-034;fusion-src-036,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-072,sp-0028,commissioning,S2,The verified source set directly informs feedback speed for Commissioning within the frozen research-to-pilot pathway.,official target,official target,S-CN-HL3-ROAD;S-CN-HH70-CO;S-US-DIII-D;S-US-NSTXU;S-JP-JT60;S-ITER-BASE,fusion-src-006;fusion-src-012;fusion-src-029;fusion-src-030;fusion-src-033;fusion-src-034;fusion-src-036,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-073,sp-0028,commissioning,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Commissioning; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-HL3-ROAD;S-CN-HH70-CO;S-US-DIII-D;S-US-NSTXU;S-JP-JT60;S-ITER-BASE,fusion-src-006;fusion-src-012;fusion-src-029;fusion-src-030;fusion-src-033;fusion-src-034;fusion-src-036,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-074,sp-0028,commissioning,S4,The verified source set directly informs physical flexibility or elapsed-time floors for Commissioning within the frozen research-to-pilot pathway.,official target,official target,S-CN-HL3-ROAD;S-CN-HH70-CO;S-US-DIII-D;S-US-NSTXU;S-JP-JT60;S-ITER-BASE,fusion-src-006;fusion-src-012;fusion-src-029;fusion-src-030;fusion-src-033;fusion-src-034;fusion-src-036,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-075,sp-0028,commissioning,S5,The verified source set directly informs intrinsic error tolerance for Commissioning within the frozen research-to-pilot pathway.,official target,official target,S-CN-HL3-ROAD;S-CN-HH70-CO;S-US-DIII-D;S-US-NSTXU;S-JP-JT60;S-ITER-BASE,fusion-src-006;fusion-src-012;fusion-src-029;fusion-src-030;fusion-src-033;fusion-src-034;fusion-src-036,supports,direct,exact_stage,frozen_tokamak_pathway,matched,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-076,sp-0029,reliability_demonstration,S1,A bounded first-pass search located no suitable source directly supporting a claim about information intensity for Reliability demonstration; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,frozen_tokamak_pathway,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-077,sp-0029,reliability_demonstration,S2,The verified source set complicates any simple claim about feedback speed for Reliability demonstration; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-EAST;S-CN-HH70-XH;S-DE-W7X,fusion-src-001;fusion-src-011;fusion-src-032,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-078,sp-0029,reliability_demonstration,S3,The verified source set complicates any simple claim about experiment affordability and throughput for Reliability demonstration; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-EAST;S-CN-HH70-XH;S-DE-W7X,fusion-src-001;fusion-src-011;fusion-src-032,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-079,sp-0029,reliability_demonstration,S4,The verified source set complicates any simple claim about physical flexibility or elapsed-time floors for Reliability demonstration; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-EAST;S-CN-HH70-XH;S-DE-W7X,fusion-src-001;fusion-src-011;fusion-src-032,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-080,sp-0029,reliability_demonstration,S5,A bounded first-pass search located no suitable source directly supporting a claim about intrinsic error tolerance for Reliability demonstration; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,frozen_tokamak_pathway,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-081,sp-0030,licensing,S1,The verified source set complicates any simple claim about information intensity for Licensing; physical scope and lifecycle distinctions remain load-bearing.,inference,inference,S-CN-LAW;S-US-NRC;S-IAEA-SAFE,fusion-src-004;fusion-src-039;fusion-src-040;fusion-src-041,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-082,sp-0030,licensing,S2,"The enacted-law, proposed-rule, and regulator-status sources establish legal status but do not empirically establish fusion licence-review feedback speed; the NRC rulemaking comment interval is not a plant-licence review duration.",inference,inference,S-CN-LAW;S-US-NRC;S-IAEA-SAFE,fusion-src-004;fusion-src-039;fusion-src-040;fusion-src-041,complicates,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,regulatory_domain_review_exception,Coverage statement only; this row does not select or recode an S value.
fusion-clm-083,sp-0030,licensing,S3,No suitable source in this bounded pass directly establishes the affordability or throughput of a comparable fusion pilot-plant licensing review; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,frozen_tokamak_pathway,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,regulatory_domain_review_exception,Coverage statement only; this row does not select or recode an S value.
fusion-clm-084,sp-0030,licensing,S4,"The legal and regulatory sources provide at most indirect, partial evidence about licensing elapsed-time floors; they do not empirically prove that licensing lacks an intrinsic process constraint.",inference,inference,S-CN-LAW;S-US-NRC;S-IAEA-SAFE,fusion-src-004;fusion-src-039;fusion-src-040;fusion-src-041,supports_with_limits,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-085,sp-0030,licensing,S5,The legal and regulatory sources inform licensing error tolerance only indirectly and remain domain-sensitive; no completed comparable fusion licence case resolves the issue.,inference,inference,S-CN-LAW;S-US-NRC;S-IAEA-SAFE,fusion-src-004;fusion-src-039;fusion-src-040;fusion-src-041,supports_with_limits,indirect,partial,frozen_tokamak_pathway,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,regulatory_domain_review_exception,Coverage statement only; this row does not select or recode an S value.
fusion-clm-086,sp-0031,grid_integration,S1,The current source-inventory scope does not permit assessment of information intensity for Grid integration.,commentary,commentary,missing,missing,unresolved,none,not_assessable,mixed_targets_only,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-087,sp-0031,grid_integration,S2,A bounded first-pass search located no suitable source directly supporting a claim about feedback speed for Grid integration; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,mixed_targets_only,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
fusion-clm-088,sp-0031,grid_integration,S3,A bounded first-pass search located no suitable source directly supporting a claim about experiment affordability and throughput for Grid integration; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,mixed_targets_only,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,grid_domain_review_exception,Coverage statement only; this row does not select or recode an S value.
fusion-clm-089,sp-0031,grid_integration,S4,The verified source set informs physical flexibility or elapsed-time floors for Grid integration only by bounded analogy or adjacent-stage evidence.,inference,inference,S-US-SPARC;S-UK-STEP;S-ITER-TRITIUM;S-TYPEONE;S-PROXIMA,fusion-src-031;fusion-src-035;fusion-src-038;fusion-src-043;fusion-src-044,supports_with_limits,indirect,partial,mixed_targets_only,partial,missing,missing,missing,through_2026-08-31,See source_inventory_v1.csv key_claims and numerical_claims_and_locators fields.,"Pathway, lifecycle, jurisdiction, denominator, and metric definitions must not be collapsed.",verified_inventory_mapping,grid_domain_review_exception,Coverage statement only; this row does not select or recode an S value.
fusion-clm-090,sp-0031,grid_integration,S5,A bounded first-pass search located no suitable source directly supporting a claim about intrinsic error tolerance for Grid integration; this is not evidence of absence.,commentary,commentary,missing,missing,unresolved,none,not_assessable,mixed_targets_only,not_assessable,missing,missing,missing,through_2026-08-31,missing,No evidence located is not evidence of absence.,unresolved_bounded_search,routine_domain_review_no_owner_action,Coverage statement only; this row does not select or recode an S value.
