disposition_id,profile_id,dimension,selected_value,selection_basis,seed_review_id,independent_review_id,submitted_low,submitted_high,comparison_status,recommendation_low,recommendation_high,historical_disposition,domain_review_id,owner_exception_id,source_ids,confidence,human_review_state,history_path,gap,revisit_trigger
sp-0016-s3-v1,sp-0016,S3,,no_selected_value,seed-sp-0016-v1,independent-sp-0016-v1,1,2,one_point_difference,2,2,supports_current_record,dr-sp-0016-s3-v1,exc-sp-0016-s3,fusion-src-018;fusion-src-019,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-01,"Obtain marginal selection/shot costs and validated selection attempts per campaign, without counting candidate plans as completed tests."
sp-0016-s4-v1,sp-0016,S4,,no_selected_value,seed-sp-0016-v1,independent-sp-0016-v1,3,4,one_point_difference,4,4,supports_current_record,dr-sp-0016-s4-v1,exc-sp-0016-s4,missing,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-01,Revisit if a future pathway explicitly includes physical execution inside selection.
sp-0016-s5-v1,sp-0016,S5,,no_selected_value,seed-sp-0016-v1,independent-sp-0016-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0016-s5-v1,,fusion-src-019,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-01,Inspect the experiment-release and campaign-review gates and record which consequences can occur before each.
sp-0017-s1-v1,sp-0017,S1,,no_selected_value,seed-sp-0017-v1,independent-sp-0017-v1,2,3,one_point_difference,2,3,recommends_range,dr-sp-0017-s1-v1,,fusion-src-021;fusion-src-009;fusion-src-029,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"A scoped diagnostic workflow inventory separating preparation, measurement and interpretation."
sp-0017-s2-v1,sp-0017,S2,,no_selected_value,seed-sp-0017-v1,independent-sp-0017-v1,2,2,exact_agreement,2,2,insufficient_evidence,dr-sp-0017-s2-v1,,fusion-src-008;fusion-src-021;fusion-src-029,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Timed calibration, measurement and revision records for a representative research diagnostic."
sp-0017-s3-v1,sp-0017,S3,,no_selected_value,seed-sp-0017-v1,independent-sp-0017-v1,1,2,one_point_difference,1,2,recommends_range,dr-sp-0017-s3-v1,,fusion-src-021;fusion-src-009;fusion-src-029,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A costed diagnostic revision case with physical and reanalysis attempt counts distinguished.
sp-0017-s4-v1,sp-0017,S4,,no_selected_value,seed-sp-0017-v1,independent-sp-0017-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0017-s4-v1,,fusion-src-029,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Identify actual preparation and calibration durations separately from access and procurement waits.
sp-0017-s5-v1,sp-0017,S5,,no_selected_value,seed-sp-0017-v1,independent-sp-0017-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0017-s5-v1,,fusion-src-008;fusion-src-020;fusion-src-021,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit if diagnostic output becomes a sole safety input without independent plausibility or protection checks.
sp-0018-s1-v1,sp-0018,S1,,no_selected_value,seed-sp-0018-v1,independent-sp-0018-v1,2,3,one_point_difference,2,2,supports_current_record,dr-sp-0018-s1-v1,exc-sp-0018-s1,fusion-src-017;fusion-src-007;fusion-src-018,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit if offline control-design-only and live-operation scopes are explicitly split.
sp-0018-s2-v1,sp-0018,S2,,no_selected_value,seed-sp-0018-v1,independent-sp-0018-v1,2,3,one_point_difference,2,2,supports_current_record,dr-sp-0018-s2-v1,exc-sp-0018-s2,fusion-src-017;fusion-src-007;fusion-src-019,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Timed controller-development histories from model revision through live validation, with shot and campaign cadence separated."
sp-0018-s3-v1,sp-0018,S3,,no_selected_value,seed-sp-0018-v1,independent-sp-0018-v1,1,1,exact_agreement,1,2,recommends_range,dr-sp-0018-s3-v1,,fusion-src-017;fusion-src-007;fusion-src-019,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Document simulator trial cost, scarce live validation budget and attainable independent policy tests per campaign."
sp-0018-s4-v1,sp-0018,S4,,no_selected_value,seed-sp-0018-v1,independent-sp-0018-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0018-s4-v1,,fusion-src-017;fusion-src-007,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Measure physical reset/conditioning time separately from facility allocation delays.
sp-0018-s5-v1,sp-0018,S5,,no_selected_value,seed-sp-0018-v1,independent-sp-0018-v1,1,1,exact_agreement,0,1,requires_human_expert,dr-sp-0018-s5-v1,,fusion-src-018;fusion-src-008;fusion-src-020,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,An independently reviewed control/protection architecture and bounded failure analysis at the proposed pilot operating envelope.
sp-0019-s1-v1,sp-0019,S1,,no_selected_value,seed-sp-0019-v1,independent-sp-0019-v1,2,3,one_point_difference,2,3,recommends_range,dr-sp-0019-s1-v1,,fusion-src-027;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A fusion-material screening workflow with candidate generation and physical screen activities identified.
sp-0019-s2-v1,sp-0019,S2,,no_selected_value,seed-sp-0019-v1,independent-sp-0019-v1,2,2,exact_agreement,2,2,insufficient_evidence,dr-sp-0019-s2-v1,,missing,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Dated synthesis/characterization/screen-revision records for specified materials and test conditions.
sp-0019-s3-v1,sp-0019,S3,,no_selected_value,seed-sp-0019-v1,independent-sp-0019-v1,2,2,exact_agreement,2,2,insufficient_evidence,dr-sp-0019-s3-v1,,missing,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A costed screening campaign stating marginal sample cost and attainable parallel batches.
sp-0019-s4-v1,sp-0019,S4,,no_selected_value,seed-sp-0019-v1,independent-sp-0019-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0019-s4-v1,,fusion-src-027;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit with material-specific preparation/exposure protocols or a computational-only pathway.
sp-0019-s5-v1,sp-0019,S5,,no_selected_value,seed-sp-0019-v1,independent-sp-0019-v1,3,3,exact_agreement,3,3,supports_current_record,dr-sp-0019-s5-v1,,missing,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit if screening bypasses independent qualification or feeds an irreversible commitment directly.
sp-0020-s1-v1,sp-0020,S1,,no_selected_value,seed-sp-0020-v1,independent-sp-0020-v1,0,1,one_point_difference,0,0,recommends_value_change,dr-sp-0020-s1-v1,,fusion-src-045;fusion-src-046,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-02,Revisit if an accepted qualification route can materially replace representative exposure with validated analytical evidence.
sp-0020-s2-v1,sp-0020,S2,,no_selected_value,seed-sp-0020-v1,independent-sp-0020-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0020-s2-v1,exc-sp-0020-s2,fusion-src-045;fusion-src-046,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-02,"Completion of representative irradiation and examination with a documented acceptance route, or a validated alternative qualification protocol."
sp-0020-s3-v1,sp-0020,S3,,no_selected_value,seed-sp-0020-v1,independent-sp-0020-v1,0,1,one_point_difference,0,1,requires_pathway_variant,dr-sp-0020-s3-v1,,fusion-src-045;fusion-src-046,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-02,"A material-specific irradiation matrix with achievable volume, campaign costs, examinations and acceptance criteria."
sp-0020-s4-v1,sp-0020,S4,,no_selected_value,seed-sp-0020-v1,independent-sp-0020-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0020-s4-v1,exc-sp-0020-s4,fusion-src-045;fusion-src-046;fusion-src-026,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-02,A validated acceleration/qualification equivalence or accepted exposure-plus-examination dataset for the specified material.
sp-0020-s5-v1,sp-0020,S5,,no_selected_value,seed-sp-0020-v1,independent-sp-0020-v1,0,1,one_point_difference,0,1,preserved_range,dr-sp-0020-s5-v1,,fusion-src-045;fusion-src-046,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,gap-02 remains open: planned irradiation and examination do not establish completed accepted qualification or a verified independent material-acceptance boundary.,"An accepted qualification plan specifying responsibility, independent acceptance checks and the consequences of invalid irradiation/examination data."
sp-0021-s1-v1,sp-0021,S1,,no_selected_value,seed-sp-0021-v1,independent-sp-0021-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0021-s1-v1,,fusion-src-014,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit on a scoped HTS/LTS magnet variant with a defined development test sequence.
sp-0021-s2-v1,sp-0021,S2,,no_selected_value,seed-sp-0021-v1,independent-sp-0021-v1,1,1,exact_agreement,1,2,requires_pathway_variant,dr-sp-0021-s2-v1,,fusion-src-014;fusion-src-012,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A completed prototype test/revision history for each proposed conductor/coil pathway.
sp-0021-s3-v1,sp-0021,S3,,no_selected_value,seed-sp-0021-v1,independent-sp-0021-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0021-s3-v1,,fusion-src-014,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Obtain cost and attainable test-slot data for sample, subscale coil and representative coil attempts."
sp-0021-s4-v1,sp-0021,S4,,no_selected_value,seed-sp-0021-v1,independent-sp-0021-v1,1,1,exact_agreement,1,2,recommends_range,dr-sp-0021-s4-v1,,fusion-src-014,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Measured prototype preparation, cooldown, test and recovery durations with queue time removed."
sp-0021-s5-v1,sp-0021,S5,,no_selected_value,seed-sp-0021-v1,independent-sp-0021-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0021-s5-v1,,fusion-src-014,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Review the test-article energy envelope and independence of quench/electrical protection for a concrete variant.
sp-0022-s1-v1,sp-0022,S1,,no_selected_value,seed-sp-0022-v1,independent-sp-0022-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0022-s1-v1,,fusion-src-029;fusion-src-034,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A pre-integration development account for the specific RF or neutral-beam route.
sp-0022-s2-v1,sp-0022,S2,,no_selected_value,seed-sp-0022-v1,independent-sp-0022-v1,1,2,one_point_difference,1,2,requires_pathway_variant,dr-sp-0022-s2-v1,,fusion-src-029;fusion-src-034,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Completed source/launcher revision and full-power test records for each proposed H&CD route.
sp-0022-s3-v1,sp-0022,S3,,no_selected_value,seed-sp-0022-v1,independent-sp-0022-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0022-s3-v1,,fusion-src-029;fusion-src-034,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Measured marginal attempt costs and available parallel full-power test capacity.
sp-0022-s4-v1,sp-0022,S4,,no_selected_value,seed-sp-0022-v1,independent-sp-0022-v1,1,2,one_point_difference,1,2,recommends_range,dr-sp-0022-s4-v1,,fusion-src-034;fusion-src-029,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A route-specific breakdown of conditioning/test time excluding institutional and supply queues.
sp-0022-s5-v1,sp-0022,S5,,no_selected_value,seed-sp-0022-v1,independent-sp-0022-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0022-s5-v1,,fusion-src-034,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Verify the independent test-stand protection and bounded high-power failure envelope.
sp-0023-s1-v1,sp-0023,S1,,no_selected_value,seed-sp-0023-v1,independent-sp-0023-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0023-s1-v1,,fusion-src-026;fusion-src-027;fusion-src-023,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-03,A development workflow for a specified PFC design with representative exposure requirements.
sp-0023-s2-v1,sp-0023,S2,,no_selected_value,seed-sp-0023-v1,independent-sp-0023-v1,1,1,exact_agreement,0,1,insufficient_evidence,dr-sp-0023-s2-v1,,fusion-src-026;fusion-src-045,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-03,A documented combined-environment development test/revision sequence with endpoints and actual elapsed times.
sp-0023-s3-v1,sp-0023,S3,,no_selected_value,seed-sp-0023-v1,independent-sp-0023-v1,1,1,exact_agreement,0,1,recommends_range,dr-sp-0023-s3-v1,,fusion-src-026;fusion-src-045,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-03,Costed representative mock-up campaigns with simultaneous versus sequential environment coverage identified.
sp-0023-s4-v1,sp-0023,S4,,no_selected_value,seed-sp-0023-v1,independent-sp-0023-v1,1,1,exact_agreement,0,1,requires_human_expert,dr-sp-0023-s4-v1,,fusion-src-026;fusion-src-045,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-03,A specified PFC lifetime envelope and technically justified combined/sequential exposure protocol.
sp-0023-s5-v1,sp-0023,S5,,no_selected_value,seed-sp-0023-v1,independent-sp-0023-v1,1,2,one_point_difference,1,2,preserved_range,dr-sp-0023-s5-v1,,fusion-src-026,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,gap-03 remains open: planned exposure capability does not establish combined-environment qualification or a verified PFC acceptance/protection boundary.,An independently reviewed PFC development acceptance and test-stand protection plan.
sp-0024-s1-v1,sp-0024,S1,,no_selected_value,seed-sp-0024-v1,independent-sp-0024-v1,1,1,exact_agreement,1,2,recommends_range,dr-sp-0024-s1-v1,,fusion-src-028;fusion-src-038,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-04,"A specified fuel-cycle subsystem development workflow, with simulations and physical tests separated."
sp-0024-s2-v1,sp-0024,S2,,no_selected_value,seed-sp-0024-v1,independent-sp-0024-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0024-s2-v1,,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-04,Revisit if reviewed representative tritium-capable subsystem revision records support a materially different ordinary loop.
sp-0024-s3-v1,sp-0024,S3,,no_selected_value,seed-sp-0024-v1,independent-sp-0024-v1,0,1,one_point_difference,1,1,supports_current_record,dr-sp-0024-s3-v1,exc-sp-0024-s3,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-04,"Cost and attainable test capacity for surrogate, tritium-subsystem and integrated-loop attempts, reported separately."
sp-0024-s4-v1,sp-0024,S4,,no_selected_value,seed-sp-0024-v1,independent-sp-0024-v1,1,1,exact_agreement,1,2,requires_human_expert,dr-sp-0024-s4-v1,,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-04,"A process-specific duration budget for physical tests, excluding approval and facility booking waits."
sp-0024-s5-v1,sp-0024,S5,1,historical_provisional_selection,seed-sp-0024-v1,independent-sp-0024-v1,0,1,one_point_difference,,,selected_provisional_pending_named_expert,dr-sp-0024-s5-v1,exc-sp-0024-s5,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,gap-04 remains open: no integrated self-sufficient fuel-cycle result or verified development confinement/accountancy boundary exists.,"A development-loop inventory, release envelope and independent confinement/accountancy assurance analysis."
sp-0025-s1-v1,sp-0025,S1,,no_selected_value,seed-sp-0025-v1,independent-sp-0025-v1,2,2,exact_agreement,2,2,supports_current_record,dr-sp-0025-s1-v1,,fusion-src-038;fusion-src-028,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-05,"A specified blanket concept and development test scope, or an explicit analysis-only variant."
sp-0025-s2-v1,sp-0025,S2,,no_selected_value,seed-sp-0025-v1,independent-sp-0025-v1,0,1,one_point_difference,0,1,requires_human_expert,dr-sp-0025-s2-v1,exc-sp-0025-s2,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-05,A concept-specific development plan identifying which integrated experiment closes each design revision.
sp-0025-s3-v1,sp-0025,S3,,no_selected_value,seed-sp-0025-v1,independent-sp-0025-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0025-s3-v1,,fusion-src-038,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-05,A concept-specific costed test programme with usable parallel integrated test capacity.
sp-0025-s4-v1,sp-0025,S4,,no_selected_value,seed-sp-0025-v1,independent-sp-0025-v1,1,1,exact_agreement,0,1,requires_pathway_variant,dr-sp-0025-s4-v1,,fusion-src-038;fusion-src-045,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-05,"An explicit blanket concept with physical exposure and conditioning requirements, including the limits of surrogate tests."
sp-0025-s5-v1,sp-0025,S5,1,historical_provisional_selection,seed-sp-0025-v1,independent-sp-0025-v1,0,1,one_point_difference,,,selected_provisional_pending_named_expert,dr-sp-0025-s5-v1,exc-sp-0025-s5,fusion-src-038;fusion-src-028,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,gap-05 remains open: future TBM plans do not establish qualified integrated blanket performance or a concept-specific independent test boundary.,Concept-specific development hazard analysis and independent test/acceptance boundaries.
sp-0026-s1-v1,sp-0026,S1,,no_selected_value,seed-sp-0026-v1,independent-sp-0026-v1,0,1,one_point_difference,0,0,recommends_value_change,dr-sp-0026-s1-v1,,fusion-src-014;fusion-src-037,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit if the frozen scope changes from fabrication to process design or an evidence-backed route changes how production occurs.
sp-0026-s2-v1,sp-0026,S2,,no_selected_value,seed-sp-0026-v1,independent-sp-0026-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0026-s2-v1,,fusion-src-014,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"A fabrication traveller/rework log with attempt, inspection and revision dates for a representative component."
sp-0026-s3-v1,sp-0026,S3,,no_selected_value,seed-sp-0026-v1,independent-sp-0026-v1,0,1,one_point_difference,0,1,recommends_range,dr-sp-0026-s3-v1,,fusion-src-014;fusion-src-037,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Cost and capacity records separating coupon, subassembly and full-component production attempts."
sp-0026-s4-v1,sp-0026,S4,,no_selected_value,seed-sp-0026-v1,independent-sp-0026-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0026-s4-v1,,fusion-src-014,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A validated production-process change that removes a dominant physical step rather than only reducing queueing.
sp-0026-s5-v1,sp-0026,S5,,no_selected_value,seed-sp-0026-v1,independent-sp-0026-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0026-s5-v1,,fusion-src-014,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A component-specific nonconformance/repair record and independent acceptance plan.
sp-0027-s1-v1,sp-0027,S1,,no_selected_value,seed-sp-0027-v1,independent-sp-0027-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0027-s1-v1,,fusion-src-037;fusion-src-036,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,Revisit only if construction scope or technical execution changes materially.
sp-0027-s2-v1,sp-0027,S2,,no_selected_value,seed-sp-0027-v1,independent-sp-0027-v1,0,0,exact_agreement,1,1,recommends_value_change,dr-sp-0027-s2-v1,,fusion-src-037;fusion-src-036,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,"Revisit if a different construction learning unit is frozen, or if reviewed work-package/module cycle data support a materially different ordinary loop."
sp-0027-s3-v1,sp-0027,S3,,no_selected_value,seed-sp-0027-v1,independent-sp-0027-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0027-s3-v1,,fusion-src-037,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A construction attempt taxonomy and cost/concurrency record that changes the relevant unit of learning.
sp-0027-s4-v1,sp-0027,S4,,no_selected_value,seed-sp-0027-v1,independent-sp-0027-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0027-s4-v1,,fusion-src-037;fusion-src-036,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A validated assembly method eliminating a dominant physical sequence under equivalent acceptance requirements.
sp-0027-s5-v1,sp-0027,S5,,no_selected_value,seed-sp-0027-v1,independent-sp-0027-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0027-s5-v1,,fusion-src-037,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,none,A stage-specific construction hazard analysis identifying independent lift/assembly acceptance controls.
sp-0028-s1-v1,sp-0028,S1,,no_selected_value,seed-sp-0028-v1,independent-sp-0028-v1,1,1,exact_agreement,1,1,supports_current_record,dr-sp-0028-s1-v1,,fusion-src-033;fusion-src-034;fusion-src-036,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-06,A pilot commissioning scope including the nuclear/tritium interface checks actually required.
sp-0028-s2-v1,sp-0028,S2,,no_selected_value,seed-sp-0028-v1,independent-sp-0028-v1,1,1,exact_agreement,1,2,recommends_range,dr-sp-0028-s2-v1,,fusion-src-033;fusion-src-034;fusion-src-036,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-06,"Commissioning issue/retest logs separating short checks, access/repair loops and nuclear/tritium readiness phases."
sp-0028-s3-v1,sp-0028,S3,,no_selected_value,seed-sp-0028-v1,independent-sp-0028-v1,0,1,one_point_difference,0,0,supports_current_record,dr-sp-0028-s3-v1,exc-sp-0028-s3,fusion-src-033;fusion-src-034;fusion-src-036,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-06,Cost and concurrent-test evidence showing that equivalent integrated readiness can be proven on independent parallel rigs.
sp-0028-s4-v1,sp-0028,S4,,no_selected_value,seed-sp-0028-v1,independent-sp-0028-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0028-s4-v1,,fusion-src-034;fusion-src-036,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-06,A completed pilot readiness sequence with measured physical steps and institutional waits separated.
sp-0028-s5-v1,sp-0028,S5,1,historical_provisional_selection,seed-sp-0028-v1,independent-sp-0028-v1,0,1,one_point_difference,,,selected_provisional_pending_named_expert,dr-sp-0028-s5-v1,exc-sp-0028-s5,fusion-src-033;fusion-src-034;fusion-src-036,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,gap-06 remains open: research-device milestones do not establish nuclear/tritium commissioning performance or independently verified pilot interlocks.,A pilot commissioning safety case with independently verified interlocks and release hold points.
sp-0029-s1-v1,sp-0029,S1,,no_selected_value,seed-sp-0029-v1,independent-sp-0029-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0029-s1-v1,,missing,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-07,Revisit if an accepted demonstration protocol changes the required operating evidence.
sp-0029-s2-v1,sp-0029,S2,,no_selected_value,seed-sp-0029-v1,independent-sp-0029-v1,0,0,exact_agreement,0,1,requires_human_expert,dr-sp-0029-s2-v1,,fusion-src-011;fusion-src-032,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-07,"A named pilot reliability objective and validated exposure/failure/repair protocol, followed by observed campaign evidence."
sp-0029-s3-v1,sp-0029,S3,,no_selected_value,seed-sp-0029-v1,independent-sp-0029-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0029-s3-v1,,fusion-src-011;fusion-src-032,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-07,"A complete campaign cost, uptime/downtime and statistically independent exposure record."
sp-0029-s4-v1,sp-0029,S4,,no_selected_value,seed-sp-0029-v1,independent-sp-0029-v1,0,0,exact_agreement,0,0,supports_current_record,dr-sp-0029-s4-v1,,missing,medium,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-07,An accepted accelerated-demonstration equivalence or a specified reliability protocol changing the physical evidence required.
sp-0029-s5-v1,sp-0029,S5,1,historical_provisional_selection,seed-sp-0029-v1,independent-sp-0029-v1,0,1,one_point_difference,,,selected_provisional_pending_named_expert,dr-sp-0029-s5-v1,exc-sp-0029-s5,,low,named_specialist_review_not_recorded,research/structural-profiles-pilot/adjudication/targeted_s5_adjudication_v1.csv,"gap-07 remains open: no commercial reliability or availability result, accepted protocol, or verified readiness/protection boundary exists.","A reliability test/acceptance plan with independent data validation, readiness review and machine protection."
sp-0030-s1-v1,sp-0030,S1,,no_selected_value,seed-sp-0030-v1,independent-sp-0030-v1,3,4,one_point_difference,4,4,supports_current_record,dr-sp-0030-s1-v1,exc-sp-0030-s1,fusion-src-039;fusion-src-040,high,named_specialist_review_not_recorded,research/structural-profiles-pilot/domain-review/fusion_dimension_review_v1.csv,gap-08,Revisit if a separately defined jurisdictional stage includes physical testing rather than evidence review.
